,PLAYER NAME,PLAYER TEAM,PLAYER POSITION,STATUS,PROJ,PASSING YDS,PASSING TD,PASSING INT,RUSHING CAR,RUSHING YDS,RUSHING TD,RECEIVING REC,RECEIVING YDS,RECEIVING TD,RECEIVING TAR,MISC 2PC,MISC FUML,MISC TD,TOTAL,PASSING COMPLETION,PASSING ATTEMPTS,Opponent,Location,rank,DATE,Week,Free_Agent,did_not_play,Win_Loss
3326,Boston Scott,Phi,RB,W 23-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,Away,81.0,10-10-23,5,False,0,1
3328,Chris Evans,Cin,RB,W 34-20,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ari,Away,81.0,10-10-23,5,False,0,1
3330,Kenyan Drake,Bal,RB,L 10-17,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pit,Away,81.0,10-10-23,5,False,0,0
3333,Zach Evans,LAR,RB,L 14-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Phi,Home,81.0,10-10-23,5,False,0,0
3350,Trey Sermon,Ind,RB,W 23-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ten,Home,81.0,10-10-23,5,False,0,1
3360,Alec Ingold,Mia,RB,W 31-16,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,Home,81.0,10-10-23,5,False,0,1
3369,Salvon Ahmed,Mia,RB,W 31-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,Home,81.0,10-10-23,5,False,0,1
3371,Raheem Blackshear,Car,RB,L 24-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Det,Away,81.0,10-10-23,5,False,0,0
3379,C.J. Ham,Min,RB,L 20-27,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,Home,81.0,10-10-23,5,False,0,0
3382,D'Ernest Johnson,Jax,RB,W 25-20,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buf,Away,81.0,10-10-23,5,False,0,1
3385,Hunter Luepke,Dal,RB,L 10-42,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,Away,81.0,10-10-23,5,False,0,0
3388,Travis Homer,Chi,RB,W 40-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wsh,Away,81.0,10-10-23,5,False,0,1
3399,Mike Boone,Hou,RB,L 19-21,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atl,Away,81.0,10-10-23,5,False,0,0
3405,Patrick Ricard,Bal,RB,L 10-17,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pit,Away,81.0,10-10-23,5,False,0,0
3407,Reggie Gilliam,Buf,RB,L 20-25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jax,Home,81.0,10-10-23,5,False,0,0
3410,Chris Brooks,Mia,RB,W 31-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,Home,81.0,10-10-23,5,False,0,1
3438,Andrew Beck,Hou,RB,L 19-21,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atl,Away,81.0,10-10-23,5,False,0,0
3454,Adam Prentice,NO,RB,W 34-0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,Away,81.0,10-10-23,5,False,0,1
3470,Nick Bawden,NYJ,RB,W 31-21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Den,Away,81.0,10-10-23,5,False,0,1
3492,Dwayne Washington,Den,RB,L 21-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,Home,81.0,10-10-23,5,False,0,0
3517,Derrick Gore,Wsh,RB,L 20-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chi,Home,81.0,10-10-23,5,False,0,0
4023,Saquon Barkley,NYG,RB,W 31-19,16.4,0.0,0.0,0.0,14.0,83.0,0.0,4.0,57.0,2.0,5.0,0.0,0.0,0.0,30.0,0.0,0.0,Wsh,Away,1.0,11-21-23,11,False,0,1
4030,Jaylen Warren,Pit,RB,L 10-13,11.4,0.0,0.0,0.0,9.0,129.0,1.0,3.0,16.0,0.0,3.0,0.0,0.0,0.0,23.5,0.0,0.0,Cle,Away,2.0,11-21-23,11,False,0,0
4037,Jahmyr Gibbs,Det,RB,W 31-26,15.7,0.0,0.0,0.0,8.0,36.0,1.0,6.0,59.0,0.0,6.0,0.0,0.0,0.0,21.5,0.0,0.0,Chi,Home,3.0,11-21-23,11,False,0,1
4038,Christian McCaffrey,SF,RB,W 27-14,23.1,0.0,0.0,0.0,21.0,78.0,0.0,5.0,25.0,1.0,5.0,0.0,0.0,0.0,21.3,0.0,0.0,TB,Home,4.0,11-21-23,11,False,0,1
4041,Joe Mixon,Cin,RB,L 20-34,13.4,0.0,0.0,0.0,16.0,69.0,0.0,5.0,31.0,1.0,5.0,0.0,0.0,0.0,21.0,0.0,0.0,Bal,Away,5.5,11-21-23,11,False,0,0
4042,Gus Edwards,Bal,RB,W 34-20,11.3,0.0,0.0,0.0,12.0,62.0,2.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0,21.0,0.0,0.0,Cin,Home,5.5,11-21-23,11,False,0,1
4046,Brian Robinson Jr.,Wsh,RB,L 19-31,14.2,0.0,0.0,0.0,17.0,73.0,0.0,7.0,58.0,0.0,9.0,0.0,0.0,0.0,20.1,0.0,0.0,NYG,Home,7.0,11-21-23,11,False,0,0
4047,Devin Singletary,Hou,RB,W 21-16,13.7,0.0,0.0,0.0,22.0,112.0,1.0,2.0,6.0,0.0,2.0,0.0,0.0,0.0,19.8,0.0,0.0,Ari,Home,8.0,11-21-23,11,False,0,1
4048,D'Andre Swift,Phi,RB,W 21-17,15.1,0.0,0.0,0.0,12.0,76.0,1.0,3.0,31.0,0.0,3.0,0.0,0.0,0.0,19.7,0.0,0.0,KC,Away,9.0,11-21-23,11,False,0,1
4049,James Cook,Buf,RB,W 32-6,11.9,0.0,0.0,0.0,17.0,73.0,0.0,3.0,29.0,1.0,4.0,0.0,0.0,0.0,19.2,0.0,0.0,NYJ,Home,10.0,11-21-23,11,False,0,1
4053,Breece Hall,NYJ,RB,L 6-32,14.0,0.0,0.0,0.0,10.0,23.0,0.0,5.0,50.0,1.0,6.0,0.0,0.0,0.0,18.3,0.0,0.0,Buf,Away,11.0,11-21-23,11,False,0,0
4055,Tony Pollard,Dal,RB,W 33-10,15.0,0.0,0.0,0.0,12.0,61.0,1.0,4.0,19.0,0.0,5.0,0.0,0.0,0.0,18.0,0.0,0.0,Car,Away,12.0,11-21-23,11,False,0,1
4056,Rachaad White,TB,RB,L 14-27,14.8,0.0,0.0,0.0,9.0,30.0,1.0,6.0,28.0,0.0,7.0,0.0,0.0,0.0,17.8,0.0,0.0,SF,Away,13.5,11-21-23,11,False,0,0
4057,David Montgomery,Det,RB,W 31-26,13.4,0.0,0.0,0.0,12.0,76.0,1.0,2.0,22.0,0.0,2.0,0.0,0.0,0.0,17.8,0.0,0.0,Chi,Home,13.5,11-21-23,11,False,0,1
4074,Ty Chandler,Min,RB,L 20-21,7.3,0.0,0.0,0.0,10.0,73.0,0.0,4.0,37.0,0.0,4.0,0.0,0.0,0.0,15.0,0.0,0.0,Den,Away,15.0,11-21-23,11,False,0,0
4075,Ty Johnson,Buf,RB,W 32-6,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,47.0,1.0,3.0,0.0,0.0,0.0,14.8,0.0,0.0,NYJ,Home,16.0,11-21-23,11,False,0,1
4079,Samaje Perine,Den,RB,W 21-20,5.2,0.0,0.0,0.0,1.0,7.0,0.0,7.0,60.0,0.0,7.0,0.0,0.0,0.0,13.7,0.0,0.0,Min,Home,17.0,11-21-23,11,False,0,1
4084,Zach Charbonnet,Sea,RB,L 16-17,7.6,0.0,0.0,0.0,15.0,47.0,0.0,6.0,22.0,0.0,6.0,0.0,0.0,0.0,12.9,0.0,0.0,LAR,Away,18.0,11-21-23,11,False,0,0
4090,Salvon Ahmed,Mia,RB,W 20-13,2.8,0.0,0.0,0.0,3.0,6.0,0.0,3.0,25.0,1.0,3.0,0.0,0.0,0.0,12.1,0.0,0.0,LV,Home,19.0,11-21-23,11,False,0,1
4093,Jerome Ford,Cle,RB,W 13-10,12.5,0.0,0.0,0.0,12.0,31.0,1.0,2.0,8.0,0.0,5.0,0.0,0.0,0.0,11.9,0.0,0.0,Pit,Home,20.0,11-21-23,11,False,0,1
4102,Raheem Mostert,Mia,RB,W 20-13,11.4,0.0,0.0,0.0,22.0,86.0,0.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,10.3,0.0,0.0,LV,Home,21.0,11-21-23,11,False,0,1
4105,AJ Dillon,GB,RB,W 23-20,7.5,0.0,0.0,0.0,14.0,29.0,0.0,4.0,32.0,0.0,4.0,0.0,0.0,0.0,10.1,0.0,0.0,LAC,Home,22.5,11-21-23,11,False,0,1
4106,Isiah Pacheco,KC,RB,L 17-21,12.7,0.0,0.0,0.0,19.0,89.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,10.1,0.0,0.0,Phi,Home,22.5,11-21-23,11,False,0,0
4120,Travis Etienne Jr.,Jax,RB,W 34-14,16.0,0.0,0.0,0.0,14.0,52.0,0.0,3.0,7.0,0.0,3.0,0.0,0.0,0.0,8.9,0.0,0.0,Ten,Home,24.0,11-21-23,11,False,0,1
4127,Chuba Hubbard,Car,RB,L 10-33,10.0,0.0,0.0,0.0,10.0,57.0,0.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0,8.5,0.0,0.0,Dal,Home,25.0,11-21-23,11,False,0,0
4128,James Conner,Ari,RB,L 16-21,13.4,0.0,0.0,0.0,14.0,62.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,8.3,0.0,0.0,Hou,Away,26.0,11-21-23,11,False,0,0
4136,D'Onta Foreman,Chi,RB,L 26-31,4.6,0.0,0.0,0.0,6.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,Det,Away,27.0,11-21-23,11,False,0,0
4138,Javonte Williams,Den,RB,W 21-20,13.6,0.0,0.0,0.0,11.0,37.0,0.0,2.0,16.0,0.0,2.0,0.0,0.0,0.0,7.3,0.0,0.0,Min,Home,28.5,11-21-23,11,False,0,1
4139,Royce Freeman,LAR,RB,W 17-16,9.0,0.0,0.0,0.0,17.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,0.0,Sea,Home,28.5,11-21-23,11,False,0,1
4141,Austin Ekeler,LAC,RB,L 20-23,21.4,0.0,0.0,0.0,10.0,64.0,0.0,2.0,6.0,0.0,3.0,0.0,1.0,0.0,7.0,0.0,0.0,GB,Away,30.5,11-21-23,11,False,0,0
4142,Alexander Mattison,Min,RB,L 20-21,11.0,0.0,0.0,0.0,18.0,81.0,0.0,1.0,-1.0,0.0,2.0,0.0,1.0,0.0,7.0,0.0,0.0,Den,Away,30.5,11-21-23,11,False,0,0
4151,Kareem Hunt,Cle,RB,W 13-10,9.3,0.0,0.0,0.0,12.0,36.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,6.7,0.0,0.0,Pit,Home,32.0,11-21-23,11,False,0,1
4155,Jaleel McLaughlin,Den,RB,W 21-20,5.9,0.0,0.0,0.0,1.0,1.0,0.0,5.0,14.0,0.0,5.0,0.0,0.0,0.0,6.5,0.0,0.0,Min,Home,33.0,11-21-23,11,False,0,1
4156,D'Ernest Johnson,Jax,RB,W 34-14,2.5,0.0,0.0,0.0,7.0,20.0,0.0,1.0,34.0,0.0,1.0,0.0,0.0,0.0,6.4,0.0,0.0,Ten,Home,34.0,11-21-23,11,False,0,1
4158,Miles Sanders,Car,RB,L 10-33,5.4,0.0,0.0,0.0,11.0,50.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,6.2,0.0,0.0,Dal,Home,35.0,11-21-23,11,False,0,0
4160,Josh Jacobs,LV,RB,L 13-20,16.1,0.0,0.0,0.0,14.0,39.0,0.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,6.1,0.0,0.0,Mia,Away,36.5,11-21-23,11,False,0,0
4161,Khalil Herbert,Chi,RB,L 26-31,11.6,0.0,0.0,0.0,16.0,35.0,0.0,2.0,6.0,0.0,3.0,0.0,0.0,0.0,6.1,0.0,0.0,Det,Away,36.5,11-21-23,11,False,0,0
4166,Derrick Henry,Ten,RB,L 14-34,14.0,0.0,0.0,0.0,10.0,38.0,0.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,5.4,0.0,0.0,Jax,Away,38.0,11-21-23,11,False,0,0
4174,Keaton Mitchell,Bal,RB,W 34-20,6.7,0.0,0.0,0.0,8.0,33.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,5.1,0.0,0.0,Cin,Home,39.0,11-21-23,11,False,0,1
4179,Tyjae Spears,Ten,RB,L 14-34,9.2,0.0,0.0,0.0,4.0,14.0,0.0,2.0,12.0,0.0,2.0,0.0,0.0,0.0,4.6,0.0,0.0,Jax,Away,41.0,11-21-23,11,False,0,0
4181,Najee Harris,Pit,RB,L 10-13,12.5,0.0,0.0,0.0,12.0,35.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,4.6,0.0,0.0,Cle,Away,41.0,11-21-23,11,False,0,0
4182,Alec Ingold,Mia,RB,W 20-13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,4.0,0.0,0.0,0.0,4.6,0.0,0.0,LV,Home,41.0,11-21-23,11,False,0,1
4190,Rico Dowdle,Dal,RB,W 33-10,6.4,0.0,0.0,0.0,8.0,23.0,0.0,2.0,-3.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,Car,Away,43.0,11-21-23,11,False,0,1
4194,Chris Rodriguez Jr.,Wsh,RB,L 19-31,6.2,0.0,0.0,0.0,6.0,43.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,3.8,0.0,0.0,NYG,Home,44.0,11-21-23,11,False,0,0
4196,Jerick McKinnon,KC,RB,L 17-21,5.8,0.0,0.0,0.0,1.0,7.0,0.0,2.0,8.0,0.0,3.0,0.0,0.0,0.0,3.5,0.0,0.0,Phi,Home,45.5,11-21-23,11,False,0,0
4197,Latavius Murray,Buf,RB,W 32-6,8.0,0.0,0.0,0.0,10.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,NYJ,Home,45.5,11-21-23,11,False,0,1
4208,Tony Jones Jr.,Ari,RB,L 16-21,1.3,0.0,0.0,0.0,1.0,10.0,0.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,3.1,0.0,0.0,Hou,Away,47.5,11-21-23,11,False,0,0
4209,Emanuel Wilson,GB,RB,W 23-20,0.3,0.0,0.0,0.0,3.0,12.0,0.0,1.0,9.0,0.0,2.0,0.0,0.0,0.0,3.1,0.0,0.0,LAC,Home,47.5,11-21-23,11,False,0,1
4210,Roschon Johnson,Chi,RB,L 26-31,5.8,0.0,0.0,0.0,6.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Det,Away,49.0,11-21-23,11,False,0,0
4212,Chase Edmonds,TB,RB,L 14-27,4.6,0.0,0.0,0.0,4.0,8.0,0.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,2.9,0.0,0.0,SF,Away,50.0,11-21-23,11,False,0,0
4214,Aaron Jones,GB,RB,W 23-20,15.1,0.0,0.0,0.0,4.0,14.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,2.7,0.0,0.0,LAC,Home,51.0,11-21-23,11,False,0,1
4217,Kenneth Walker III,Sea,RB,L 16-17,13.8,0.0,0.0,0.0,4.0,18.0,0.0,1.0,-2.0,0.0,1.0,0.0,0.0,0.0,2.6,0.0,0.0,LAR,Away,52.5,11-21-23,11,False,0,0
4218,Israel Abanikanda,NYJ,RB,L 6-32,1.3,0.0,0.0,0.0,1.0,11.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,2.6,0.0,0.0,Buf,Away,52.5,11-21-23,11,False,0,0
4220,Elijah Mitchell,SF,RB,W 27-14,4.7,0.0,0.0,0.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,TB,Home,54.5,11-21-23,11,False,0,1
4221,DeeJay Dallas,Sea,RB,L 16-17,0.1,0.0,0.0,0.0,1.0,4.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,2.4,0.0,0.0,LAR,Away,54.5,11-21-23,11,False,0,0
4222,Derrick Gore,Wsh,RB,L 19-31,0.0,0.0,0.0,0.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,NYG,Home,56.0,11-21-23,11,False,0,0
4228,Tank Bigsby,Jax,RB,W 34-14,2.8,0.0,0.0,0.0,9.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,Ten,Home,57.0,11-21-23,11,False,0,1
4230,Clyde Edwards-Helaire,KC,RB,L 17-21,2.4,0.0,0.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Phi,Home,58.5,11-21-23,11,False,0,0
4231,Trayveon Williams,Cin,RB,L 20-34,2.6,0.0,0.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Bal,Away,58.5,11-21-23,11,False,0,0
4240,Justice Hill,Bal,RB,W 34-20,3.2,0.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,1.7,0.0,0.0,Cin,Home,60.0,11-21-23,11,False,0,1
4250,De'Von Achane,Mia,RB,W 20-13,12.7,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.5,0.0,0.0,LV,Home,62.5,11-21-23,11,False,0,1
4252,Kenneth Gainwell,Phi,RB,W 21-17,5.8,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.5,0.0,0.0,KC,Away,62.5,11-21-23,11,False,0,1
4253,Mike Boone,Hou,RB,W 21-16,6.3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1.5,0.0,0.0,Ari,Home,62.5,11-21-23,11,False,0,1
4254,Pierre Strong Jr.,Cle,RB,W 13-10,0.1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.5,0.0,0.0,Pit,Home,62.5,11-21-23,11,False,0,1
4259,Ameer Abdullah,LV,RB,L 13-20,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.4,0.0,0.0,Mia,Away,65.0,11-21-23,11,False,0,0
4260,Dalvin Cook,NYJ,RB,L 6-32,4.5,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,Buf,Away,66.5,11-21-23,11,False,0,0
4261,Joshua Kelley,LAC,RB,L 20-23,3.8,0.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,GB,Away,66.5,11-21-23,11,False,0,0
4265,Boston Scott,Phi,RB,W 21-17,1.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,KC,Away,68.0,11-21-23,11,False,0,1
4302,Zach Evans,LAR,RB,W 17-16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sea,Home,80.0,11-21-23,11,False,0,1
4309,Kene Nwangwu,Min,RB,L 20-21,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Den,Away,80.0,11-21-23,11,False,0,0
4313,Jordan Mason,SF,RB,W 27-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,Home,80.0,11-21-23,11,False,0,1
4323,Zamir White,LV,RB,L 13-20,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mia,Away,80.0,11-21-23,11,False,0,0
4330,Raheem Blackshear,Car,RB,L 10-33,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dal,Home,80.0,11-21-23,11,False,0,0
4336,Kyle Juszczyk,SF,RB,W 27-14,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,Home,80.0,11-21-23,11,False,0,1
4347,Sean Tucker,TB,RB,L 14-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,Away,80.0,11-21-23,11,False,0,0
4350,Chris Evans,Cin,RB,L 20-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bal,Away,80.0,11-21-23,11,False,0,0
4356,Dare Ogunbowale,Hou,RB,W 21-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ari,Home,80.0,11-21-23,11,False,0,1
4365,Anthony McFarland Jr.,Pit,RB,L 10-13,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cle,Away,80.0,11-21-23,11,False,0,0
4389,Travis Homer,Chi,RB,L 26-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Det,Away,80.0,11-21-23,11,False,0,0
4393,C.J. Ham,Min,RB,L 20-21,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Den,Away,80.0,11-21-23,11,False,0,0
4405,Patrick Ricard,Bal,RB,W 34-20,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cin,Home,80.0,11-21-23,11,False,0,1
4408,Brandon Bolden,LV,RB,L 13-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mia,Away,80.0,11-21-23,11,False,0,0
4418,Reggie Gilliam,Buf,RB,W 32-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,Home,80.0,11-21-23,11,False,0,1
4422,Michael Burton,Den,RB,W 21-20,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Min,Home,80.0,11-21-23,11,False,0,1
4426,Hunter Luepke,Dal,RB,W 33-10,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Car,Away,80.0,11-21-23,11,False,0,1
4449,Andrew Beck,Hou,RB,W 21-16,1.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ari,Home,80.0,11-21-23,11,False,0,1
4453,Khari Blasingame,Chi,RB,L 26-31,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Det,Away,80.0,11-21-23,11,False,0,0
4475,Nick Bellore,Sea,RB,L 16-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,Away,80.0,11-21-23,11,False,0,0
4476,Nick Bawden,NYJ,RB,L 6-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buf,Away,80.0,11-21-23,11,False,0,0
4502,Dwayne Washington,Den,RB,W 21-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Min,Home,80.0,11-21-23,11,False,0,1
4542,Jashaun Corbin,NYG,RB,W 31-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wsh,Away,80.0,11-21-23,11,False,0,1
4568,Matt Breida,NYG,RB,W 31-19,3.9,0.0,0.0,0.0,3.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.1,0.0,0.0,Wsh,Away,92.0,11-21-23,11,False,0,1
4575,Craig Reynolds,Det,RB,W 31-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,Chi,Home,93.0,11-21-23,11,False,0,1
5032,Joe Mixon,Cin,RB,W 34-31,14.4,0.0,0.0,0.0,19.0,68.0,2.0,6.0,49.0,0.0,7.0,0.0,0.0,0.0,29.7,0.0,0.0,Jax,Away,1.0,12-05-23,13,False,0,1
5036,Alvin Kamara,NO,RB,L 28-33,17.3,0.0,0.0,0.0,14.0,51.0,2.0,6.0,58.0,0.0,8.0,0.0,0.0,0.0,28.9,0.0,0.0,Det,Home,2.0,12-05-23,13,False,0,0
5041,De'Von Achane,Mia,RB,W 45-15,13.3,0.0,0.0,0.0,17.0,73.0,2.0,3.0,30.0,0.0,4.0,0.0,0.0,0.0,25.3,0.0,0.0,Wsh,Away,3.0,12-05-23,13,False,0,1
