,PLAYER NAME,PLAYER TEAM,PLAYER POSITION,STATUS,PROJ,PASSING YDS,PASSING TD,PASSING INT,RUSHING CAR,RUSHING YDS,RUSHING TD,RECEIVING REC,RECEIVING YDS,RECEIVING TD,RECEIVING TAR,MISC 2PC,MISC FUML,MISC TD,TOTAL,PASSING COMPLETION,PASSING ATTEMPTS,Opponent,Location,rank,DATE,Week,Free_Agent,did_not_play,Win_Loss
12,Cole Kmet,Chi,TE,L 28-31,7.6,0.0,0.0,0.0,1.0,1.0,0.0,7.0,85.0,2.0,9.0,0.0,0.0,0.0,27.6,0.0,0.0,Den,Home,1.0,10-03-23,4,False,0,0
17,Mark Andrews,Bal,TE,W 28-3,12.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,80.0,2.0,5.0,0.0,0.0,0.0,25.0,0.0,0.0,Cle,Away,2.0,10-03-23,4,False,0,1
49,Jonnu Smith,Atl,TE,L 7-23,6.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,95.0,0.0,6.0,0.0,0.0,0.0,15.5,0.0,0.0,Jax,Away,3.0,10-03-23,4,False,0,0
57,Jake Ferguson,Dal,TE,W 38-3,8.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,77.0,0.0,7.0,0.0,0.0,0.0,14.7,0.0,0.0,NE,Home,4.0,10-03-23,4,False,0,1
63,Drew Ogletree,Ind,TE,L 23-29,2.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,48.0,1.0,4.0,0.0,0.0,0.0,13.8,0.0,0.0,LAR,Home,5.0,10-03-23,4,False,0,0
65,Dalton Schultz,Hou,TE,W 30-6,7.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,42.0,1.0,3.0,0.0,0.0,0.0,13.2,0.0,0.0,Pit,Home,6.0,10-03-23,4,False,0,1
67,Evan Engram,Jax,TE,W 23-7,10.4,0.0,0.0,0.0,0.0,0.0,0.0,7.0,59.0,0.0,8.0,0.0,0.0,0.0,12.9,0.0,0.0,Atl,Home,7.0,10-03-23,4,False,0,1
73,Travis Kelce,KC,TE,W 23-20,17.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,60.0,0.0,9.0,0.0,0.0,0.0,12.0,0.0,0.0,NYJ,Away,8.0,10-03-23,4,False,0,1
79,Tyler Higbee,LAR,TE,W 29-23,8.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,64.0,0.0,11.0,0.0,0.0,0.0,11.4,0.0,0.0,Ind,Away,9.0,10-03-23,4,False,0,1
82,Zach Ertz,Ari,TE,L 16-35,9.3,0.0,0.0,0.0,0.0,0.0,0.0,6.0,53.0,0.0,10.0,0.0,0.0,0.0,11.3,0.0,0.0,SF,Away,10.0,10-03-23,4,False,0,0
87,David Njoku,Cle,TE,L 3-28,7.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,46.0,0.0,7.0,0.0,0.0,0.0,10.6,0.0,0.0,Bal,Home,11.5,10-03-23,4,False,0,0
88,Josh Whyle,Ten,TE,W 27-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,1.0,2.0,0.0,0.0,0.0,10.6,0.0,0.0,Cin,Home,11.5,10-03-23,4,False,0,1
91,Mo Alie-Cox,Ind,TE,L 23-29,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,1.0,1.0,0.0,0.0,0.0,10.5,0.0,0.0,LAR,Home,13.0,10-03-23,4,False,0,0
92,Noah Gray,KC,TE,W 23-20,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,1.0,3.0,0.0,0.0,0.0,10.4,0.0,0.0,NYJ,Away,14.0,10-03-23,4,False,0,1
94,Cade Otton,TB,TE,W 26-9,7.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,1.0,4.0,0.0,0.0,0.0,10.3,0.0,0.0,NO,Away,15.0,10-03-23,4,False,0,1
100,Tyler Conklin,NYJ,TE,L 20-23,6.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,58.0,0.0,6.0,0.0,0.0,0.0,9.8,0.0,0.0,KC,Home,16.0,10-03-23,4,False,0,0
102,Sam LaPorta,Det,TE,W 34-20,10.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,56.0,0.0,5.0,0.0,0.0,0.0,9.6,0.0,0.0,GB,Away,17.0,10-03-23,4,False,0,1
109,Hunter Henry,NE,TE,L 3-38,8.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,51.0,0.0,5.0,0.0,0.0,0.0,9.1,0.0,0.0,Dal,Away,18.0,10-03-23,4,False,0,0
121,Noah Fant,Sea,TE,W 24-3,6.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,63.0,0.0,2.0,0.0,0.0,0.0,8.3,0.0,0.0,NYG,Away,19.0,10-03-23,4,False,0,1
123,Durham Smythe,Mia,TE,L 20-48,5.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,41.0,0.0,4.0,0.0,0.0,0.0,8.1,0.0,0.0,Buf,Away,20.0,10-03-23,4,False,0,0
129,Josiah Deguara,GB,TE,L 20-34,1.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,34.0,0.0,4.0,0.0,0.0,0.0,7.4,0.0,0.0,Det,Home,21.0,10-03-23,4,False,0,0
131,Logan Thomas,Wsh,TE,L 31-34,8.5,0.0,0.0,0.0,1.0,2.0,0.0,3.0,41.0,0.0,3.0,0.0,0.0,0.0,7.3,0.0,0.0,Phi,Away,22.0,10-03-23,4,False,0,0
135,C.J. Uzomah,NYJ,TE,L 20-23,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.1,0.0,0.0,KC,Home,23.0,10-03-23,4,False,0,0
139,Dalton Kincaid,Buf,TE,W 48-20,8.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,27.0,0.0,5.0,0.0,0.0,0.0,6.7,0.0,0.0,Mia,Home,24.0,10-03-23,4,False,0,1
153,Chigoziem Okonkwo,Ten,TE,W 27-3,7.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,29.0,0.0,3.0,0.0,0.0,0.0,5.9,0.0,0.0,Cin,Home,25.0,10-03-23,4,False,0,1
167,Darren Waller,NYG,TE,L 3-24,10.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,0.0,3.0,0.0,0.0,0.0,5.1,0.0,0.0,Sea,Home,26.0,10-03-23,4,False,0,0
176,Jeremy Ruckert,NYJ,TE,L 20-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,0.0,2.0,0.0,0.0,0.0,4.6,0.0,0.0,KC,Home,27.0,10-03-23,4,False,0,0
178,Dallas Goedert,Phi,TE,W 34-31,9.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,0.0,4.0,0.0,0.0,0.0,4.5,0.0,0.0,Wsh,Home,28.0,10-03-23,4,False,0,1
181,T.J. Hockenson,Min,TE,W 21-13,14.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,3.0,0.0,0.0,0.0,4.4,0.0,0.0,Car,Away,29.5,10-03-23,4,False,0,1
182,Kylen Granson,Ind,TE,L 23-29,6.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,5.0,0.0,0.0,0.0,4.4,0.0,0.0,LAR,Home,29.5,10-03-23,4,False,0,0
187,Kyle Pitts,Atl,TE,L 7-23,9.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,0.0,4.0,0.0,0.0,0.0,4.1,0.0,0.0,Jax,Away,31.0,10-03-23,4,False,0,0
195,Robert Tonyan,Chi,TE,L 28-31,0.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,2.0,0.0,0.0,0.0,3.8,0.0,0.0,Den,Home,32.5,10-03-23,4,False,0,0
196,Tanner Hudson,Cin,TE,L 3-27,4.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,2.0,0.0,0.0,0.0,3.8,0.0,0.0,Ten,Away,32.5,10-03-23,4,False,0,0
197,Pat Freiermuth,Pit,TE,L 6-30,9.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,4.0,0.0,0.0,0.0,3.7,0.0,0.0,Hou,Away,34.0,10-03-23,4,False,0,0
206,Taysom Hill,NO,TE,L 9-26,3.5,13.0,0.0,0.0,4.0,10.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,3.22,1.0,1.0,TB,Home,35.0,10-03-23,4,False,0,0
213,Luke Farrell,Jax,TE,W 23-7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,Atl,Home,36.0,10-03-23,4,False,0,1
217,Gerald Everett,LAC,TE,W 24-17,8.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,2.0,0.0,0.0,0.0,2.9,0.0,0.0,LV,Home,37.0,10-03-23,4,False,0,1
223,Nate Adkins,Den,TE,W 31-28,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0,2.8,0.0,0.0,Chi,Away,38.0,10-03-23,4,False,0,1
231,Tucker Kraft,GB,TE,L 20-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,2.5,0.0,0.0,Det,Home,39.0,10-03-23,4,False,0,0
239,Dawson Knox,Buf,TE,W 48-20,7.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,2.2,0.0,0.0,Mia,Home,40.5,10-03-23,4,False,0,1
240,Mike Gesicki,NE,TE,L 3-38,5.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,3.0,0.0,0.0,0.0,2.2,0.0,0.0,Dal,Away,40.5,10-03-23,4,False,0,0
243,Austin Hooper,LV,TE,L 17-24,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,2.0,0.0,0.0,0.0,2.1,0.0,0.0,LAC,Away,42.0,10-03-23,4,False,0,0
247,Darnell Washington,Pit,TE,L 6-30,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,Hou,Away,43.5,10-03-23,4,False,0,0
248,Chris Manhertz,Den,TE,W 31-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,Chi,Away,43.5,10-03-23,4,False,0,1
252,George Kittle,SF,TE,W 35-16,11.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,1.9,0.0,0.0,Ari,Home,45.0,10-03-23,4,False,0,1
256,Marcedes Lewis,Chi,TE,L 28-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,1.8,0.0,0.0,Den,Home,46.0,10-03-23,4,False,0,0
257,Hayden Hurst,Car,TE,L 13-21,7.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,3.0,0.0,0.0,0.0,1.7,0.0,0.0,Min,Home,47.5,10-03-23,4,False,0,0
261,Mitchell Wilcox,Cin,TE,L 3-27,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,1.7,0.0,0.0,Ten,Away,47.5,10-03-23,4,False,0,0
264,Daniel Bellinger,NYG,TE,L 3-24,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,1.6,0.0,0.0,Sea,Home,50.0,10-03-23,4,False,0,0
266,John Bates,Wsh,TE,L 31-34,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,1.6,0.0,0.0,Phi,Away,50.0,10-03-23,4,False,0,0
267,Jordan Akins,Cle,TE,L 3-28,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,1.6,0.0,0.0,Bal,Home,50.0,10-03-23,4,False,0,0
269,Trey McBride,Ari,TE,L 16-35,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1.5,0.0,0.0,SF,Away,52.5,10-03-23,4,False,0,0
272,Brycen Hopkins,LAR,TE,W 29-23,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1.5,0.0,0.0,Ind,Away,52.5,10-03-23,4,False,0,1
275,Harrison Bryant,Cle,TE,L 3-28,1.6,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.4,0.0,0.0,Bal,Home,54.0,10-03-23,4,False,0,0
280,Luke Musgrave,GB,TE,L 20-34,9.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.1,0.0,0.0,Det,Home,55.0,10-03-23,4,False,0,0
284,Drew Sample,Cin,TE,L 3-27,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.9,0.0,0.0,Ten,Away,56.0,10-03-23,4,False,0,0
329,Donald Parham Jr.,LAC,TE,W 24-17,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,Home,79.5,10-03-23,4,False,0,1
330,Isaiah Likely,Bal,TE,W 28-3,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cle,Away,79.5,10-03-23,4,False,0,1
336,Michael Mayer,LV,TE,L 17-24,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,Away,79.5,10-03-23,4,False,0,0
353,Luke Schoonmaker,Dal,TE,W 38-3,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,Home,79.5,10-03-23,4,False,0,1
358,Jimmy Graham,NO,TE,L 9-26,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,Home,79.5,10-03-23,4,False,0,0
362,Adam Trautman,Den,TE,W 31-28,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Chi,Away,79.5,10-03-23,4,False,0,1
372,Will Dissly,Sea,TE,W 24-3,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,Away,79.5,10-03-23,4,False,0,1
386,Connor Heyward,Pit,TE,L 6-30,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hou,Away,79.5,10-03-23,4,False,0,0
387,Blake Bell,KC,TE,W 23-20,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,Away,79.5,10-03-23,4,False,0,1
396,Josh Oliver,Min,TE,W 21-13,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Car,Away,79.5,10-03-23,4,False,0,1
401,Brock Wright,Det,TE,W 34-20,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,Away,79.5,10-03-23,4,False,0,1
409,Cole Turner,Wsh,TE,L 31-34,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Phi,Away,79.5,10-03-23,4,False,0,0
416,Jack Stoll,Phi,TE,W 34-31,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wsh,Home,79.5,10-03-23,4,False,0,1
429,Brenton Strange,Jax,TE,W 23-7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atl,Home,79.5,10-03-23,4,False,0,1
433,Colby Parkinson,Sea,TE,W 24-3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,Away,79.5,10-03-23,4,False,0,1
437,Pharaoh Brown,NE,TE,L 3-38,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dal,Away,79.5,10-03-23,4,False,0,0
445,Ross Dwelley,SF,TE,W 35-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ari,Home,79.5,10-03-23,4,False,0,1
449,Tre' McKitty,LAC,TE,W 24-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,Home,79.5,10-03-23,4,False,0,1
451,Teagan Quitoriano,Hou,TE,W 30-6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pit,Home,79.5,10-03-23,4,False,0,1
454,Tommy Tremble,Car,TE,L 13-21,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Min,Home,79.5,10-03-23,4,False,0,0
460,James Mitchell,Det,TE,W 34-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,Away,79.5,10-03-23,4,False,0,1
462,Quintin Morris,Buf,TE,W 48-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mia,Home,79.5,10-03-23,4,False,0,1
463,Ian Thomas,Car,TE,L 13-21,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Min,Home,79.5,10-03-23,4,False,0,0
464,Ko Kieft,TB,TE,W 26-9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,Away,79.5,10-03-23,4,False,0,1
475,Brevin Jordan,Hou,TE,W 30-6,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pit,Home,79.5,10-03-23,4,False,0,1
477,Johnny Mundt,Min,TE,W 21-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Car,Away,79.5,10-03-23,4,False,0,1
480,Julian Hill,Mia,TE,L 20-48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buf,Away,79.5,10-03-23,4,False,0,0
481,Charlie Kolar,Bal,TE,W 28-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cle,Away,79.5,10-03-23,4,False,0,1
484,Grant Calcaterra,Phi,TE,W 34-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wsh,Home,79.5,10-03-23,4,False,0,1
489,Charlie Woerner,SF,TE,W 35-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ari,Home,79.5,10-03-23,4,False,0,1
495,Trevon Wesco,Ten,TE,W 27-3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cin,Home,79.5,10-03-23,4,False,0,1
504,Davis Allen,LAR,TE,W 29-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ind,Away,79.5,10-03-23,4,False,0,1
505,Lawrence Cager,NYG,TE,L 3-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sea,Home,79.5,10-03-23,4,False,0,0
514,John FitzPatrick,Atl,TE,L 7-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jax,Away,79.5,10-03-23,4,False,0,0
521,MyCole Pruitt,Atl,TE,L 7-23,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Jax,Away,79.5,10-03-23,4,False,0,0
538,Brayden Willis,SF,TE,W 35-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ari,Home,79.5,10-03-23,4,False,0,1
539,Geoff Swaim,Ari,TE,L 16-35,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,Away,79.5,10-03-23,4,False,0,0
548,Stone Smartt,LAC,TE,W 24-17,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,Home,79.5,10-03-23,4,False,0,1
549,Jesper Horsted,LV,TE,L 17-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,Away,79.5,10-03-23,4,False,0,0
569,David Wells,TB,TE,W 26-9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,Away,79.5,10-03-23,4,False,0,1
571,Ben Sims,GB,TE,L 20-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Det,Home,79.5,10-03-23,4,False,0,0
579,Giovanni Ricci,Car,TE,L 13-21,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Min,Home,79.5,10-03-23,4,False,0,0
595,Brady Russell,Sea,TE,W 24-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,Away,79.5,10-03-23,4,False,0,1
603,Sean McKeon,Dal,TE,W 38-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,Home,79.5,10-03-23,4,False,0,1
605,Kevin Rader,Ten,TE,W 27-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cin,Home,79.5,10-03-23,4,False,0,1
606,Darrell Daniels,Det,TE,W 34-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,Away,79.5,10-03-23,4,False,0,1
1041,Hunter Henry,NE,TE,L 20-25,6.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,56.0,1.0,6.0,0.0,0.0,0.0,16.6,0.0,0.0,Phi,Home,1.0,09-12-23,1,False,0,0
1050,Hayden Hurst,Car,TE,L 10-24,6.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,41.0,1.0,7.0,0.0,0.0,0.0,15.1,0.0,0.0,Atl,Away,2.0,09-12-23,1,False,0,0
1083,T.J. Hockenson,Min,TE,L 17-20,12.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,35.0,0.0,9.0,0.0,0.0,0.0,11.5,0.0,0.0,TB,Home,3.0,09-12-23,1,False,0,0
1088,Donald Parham Jr.,LAC,TE,L 34-36,3.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,22.0,1.0,3.0,0.0,0.0,0.0,11.2,0.0,0.0,Mia,Home,4.0,09-12-23,1,False,0,0
1097,Evan Engram,Jax,TE,W 31-21,9.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,49.0,0.0,5.0,0.0,0.0,0.0,9.9,0.0,0.0,Ind,Away,5.0,09-12-23,1,False,0,1
1103,Cole Kmet,Chi,TE,L 20-38,8.5,0.0,0.0,0.0,1.0,0.0,0.0,5.0,44.0,0.0,7.0,0.0,0.0,0.0,9.4,0.0,0.0,GB,Home,6.0,09-12-23,1,False,0,0
1106,Blake Bell,KC,TE,L 20-21,4.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,1.0,3.0,0.0,0.0,0.0,9.2,0.0,0.0,Det,Home,7.0,09-12-23,1,False,0,0
1113,Sam LaPorta,Det,TE,W 21-20,7.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,39.0,0.0,5.0,0.0,0.0,0.0,8.9,0.0,0.0,KC,Away,8.0,09-12-23,1,False,0,1
1122,Harrison Bryant,Cle,TE,W 24-3,2.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,2.0,0.0,0.0,0.0,8.5,0.0,0.0,Cin,Home,9.0,09-12-23,1,False,0,1
1123,Adam Trautman,Den,TE,L 16-17,2.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,34.0,0.0,5.0,0.0,0.0,0.0,8.4,0.0,0.0,LV,Home,10.0,09-12-23,1,False,0,0
1124,Logan Thomas,Wsh,TE,W 20-16,7.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,43.0,0.0,8.0,0.0,0.0,0.0,8.3,0.0,0.0,Ari,Home,11.0,09-12-23,1,False,0,1
1126,Zach Ertz,Ari,TE,L 16-20,6.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,0.0,10.0,0.0,0.0,0.0,8.1,0.0,0.0,Wsh,Away,12.0,09-12-23,1,False,0,0
1128,Luke Musgrave,GB,TE,W 38-20,6.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,50.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,Chi,Away,13.0,09-12-23,1,False,0,1
1130,Tyler Higbee,LAR,TE,W 30-13,11.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,49.0,0.0,3.0,0.0,0.0,0.0,7.9,0.0,0.0,Sea,Away,14.5,09-12-23,1,False,0,1
1131,Kylen Granson,Ind,TE,L 21-31,3.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,39.0,0.0,6.0,0.0,0.0,0.0,7.9,0.0,0.0,Jax,Home,14.5,09-12-23,1,False,0,0
1135,Durham Smythe,Mia,TE,W 36-34,4.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,44.0,0.0,7.0,0.0,0.0,0.0,7.4,0.0,0.0,LAC,Away,16.0,09-12-23,1,False,0,1
