,PLAYER NAME,PLAYER TEAM,PLAYER POSITION,STATUS,PROJ,PASSING YDS,PASSING TD,PASSING INT,RUSHING CAR,RUSHING YDS,RUSHING TD,RECEIVING REC,RECEIVING YDS,RECEIVING TD,RECEIVING TAR,MISC 2PC,MISC FUML,MISC TD,TOTAL,PASSING COMPLETION,PASSING ATTEMPTS,Opponent,Location,rank,DATE,Week,Free_Agent,did_not_play,Win_Loss
9111,Quentin Johnston,LAC,WR,L 38-41,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,34.0,1.0,4.0,0.0,0.0,0.0,13.4,0.0,0.0,Det,Home,26.5,11-14-23,10,False,0,0
9112,Trenton Irwin,Cin,WR,L 27-30,8.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,54.0,1.0,4.0,0.0,0.0,0.0,13.4,0.0,0.0,Hou,Home,26.5,11-14-23,10,False,0,0
9118,Zay Flowers,Bal,WR,L 31-33,11.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,73.0,0.0,6.0,0.0,0.0,0.0,12.3,0.0,0.0,Cle,Home,28.0,11-14-23,10,False,0,0
9119,Dyami Brown,Wsh,WR,L 26-29,2.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.0,1.0,2.0,0.0,0.0,0.0,12.1,0.0,0.0,Sea,Away,29.5,11-14-23,10,False,0,0
9120,Romeo Doubs,GB,WR,L 19-23,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31.0,1.0,5.0,0.0,0.0,0.0,12.1,0.0,0.0,Pit,Away,29.5,11-14-23,10,False,0,0
9124,A.T. Perry,NO,WR,L 19-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,1.0,4.0,0.0,0.0,0.0,11.8,0.0,0.0,Min,Away,31.0,11-14-23,10,False,0,0
9126,Odell Beckham Jr.,Bal,WR,L 31-33,7.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,1.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,Cle,Home,32.0,11-14-23,10,False,0,0
9127,DJ Moore,Chi,WR,W 16-13,12.4,0.0,0.0,0.0,1.0,1.0,0.0,5.0,58.0,0.0,9.0,0.0,0.0,0.0,10.9,0.0,0.0,Car,Home,33.5,11-14-23,10,False,0,1
9128,Jordan Addison,Min,WR,W 27-19,12.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,69.0,0.0,7.0,0.0,0.0,0.0,10.9,0.0,0.0,NO,Home,33.5,11-14-23,10,False,0,1
9135,Adam Thielen,Car,WR,L 13-16,15.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,42.0,0.0,10.0,0.0,0.0,0.0,10.2,0.0,0.0,Chi,Away,35.0,11-14-23,10,False,0,0
9139,Gabe Davis,Buf,WR,L 22-24,11.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,56.0,0.0,6.0,0.0,0.0,0.0,9.6,0.0,0.0,Den,Home,36.0,11-14-23,10,False,0,0
9143,Chris Godwin,TB,WR,W 20-6,13.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,54.0,0.0,6.0,0.0,0.0,0.0,9.4,0.0,0.0,Ten,Home,37.0,11-14-23,10,False,0,1
9144,Jaxon Smith-Njigba,Sea,WR,W 29-26,8.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,53.0,0.0,5.0,0.0,0.0,0.0,9.3,0.0,0.0,Wsh,Home,38.5,11-14-23,10,False,0,1
9145,Rondale Moore,Ari,WR,W 25-23,7.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,43.0,0.0,8.0,0.0,0.0,0.0,9.3,0.0,0.0,Atl,Home,38.5,11-14-23,10,False,0,1
9149,Kyle Philips,Ten,WR,L 6-20,5.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,61.0,0.0,5.0,0.0,0.0,0.0,9.1,0.0,0.0,TB,Away,40.0,11-14-23,10,False,0,0
9156,Dontayvion Wicks,GB,WR,L 19-23,4.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,51.0,0.0,4.0,0.0,0.0,0.0,8.1,0.0,0.0,Pit,Away,41.0,11-14-23,10,False,0,0
9159,Jalen Brooks,Dal,WR,W 49-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,39.0,0.0,4.0,0.0,0.0,0.0,7.9,0.0,0.0,NYG,Home,42.0,11-14-23,10,False,0,1
9161,George Pickens,Pit,WR,W 23-19,11.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,45.0,0.0,4.0,0.0,0.0,0.0,7.5,0.0,0.0,GB,Home,43.5,11-14-23,10,False,0,1
9162,Brandon Powell,Min,WR,W 27-19,6.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,35.0,0.0,5.0,0.0,0.0,0.0,7.5,0.0,0.0,NO,Home,43.5,11-14-23,10,False,0,1
9163,Rashid Shaheed,NO,WR,L 19-27,7.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,24.0,0.0,9.0,0.0,0.0,0.0,7.4,0.0,0.0,Min,Away,45.0,11-14-23,10,False,0,0
9164,Terry McLaurin,Wsh,WR,L 26-29,14.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,33.0,0.0,8.0,0.0,0.0,0.0,7.3,0.0,0.0,Sea,Away,46.0,11-14-23,10,False,0,0
9169,Sterling Shepard,NYG,WR,L 17-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,7.2,0.0,0.0,Dal,Away,47.5,11-14-23,10,False,0,0
9170,Scott Miller,Atl,WR,L 23-25,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,7.2,0.0,0.0,Ari,Away,47.5,11-14-23,10,False,0,0
9172,Isaiah McKenzie,Ind,WR,W 10-6,2.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,31.0,0.0,4.0,0.0,0.0,0.0,7.1,0.0,0.0,NE,Away,49.0,11-14-23,10,False,0,1
9174,Kalif Raymond,Det,WR,W 41-38,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,46.0,0.0,4.0,0.0,0.0,0.0,6.6,0.0,0.0,LAC,Away,50.5,11-14-23,10,False,0,1
9175,Drake London,Atl,WR,L 23-25,11.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,36.0,0.0,4.0,0.0,0.0,0.0,6.6,0.0,0.0,Ari,Away,50.5,11-14-23,10,False,0,0
9176,Jerry Jeudy,Den,WR,W 24-22,11.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,35.0,0.0,3.0,0.0,0.0,0.0,6.5,0.0,0.0,Buf,Away,52.0,11-14-23,10,False,0,1
9177,Stefon Diggs,Buf,WR,L 22-24,20.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,34.0,0.0,5.0,0.0,0.0,0.0,6.4,0.0,0.0,Den,Home,53.5,11-14-23,10,False,0,0
9180,Michael Wilson,Ari,WR,W 25-23,6.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,34.0,0.0,6.0,0.0,0.0,0.0,6.4,0.0,0.0,Atl,Home,53.5,11-14-23,10,False,0,1
9184,Josh Downs,Ind,WR,W 10-6,8.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,NE,Away,55.5,11-14-23,10,False,0,1
9186,Ihmir Smith-Marsette,Car,WR,L 13-16,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,Chi,Away,55.5,11-14-23,10,False,0,0
9189,DeAndre Hopkins,Ten,WR,L 6-20,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,27.0,0.0,9.0,0.0,0.0,0.0,5.7,0.0,0.0,TB,Away,57.0,11-14-23,10,False,0,0
9193,Mike Strachan,Car,WR,L 13-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,0.0,2.0,0.0,0.0,0.0,5.5,0.0,0.0,Chi,Away,58.0,11-14-23,10,False,0,0
9198,Darius Slayton,NYG,WR,L 17-49,8.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,0.0,4.0,0.0,0.0,0.0,5.1,0.0,0.0,Dal,Away,59.0,11-14-23,10,False,0,0
9200,Jonathan Mingo,Car,WR,L 13-16,7.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,Chi,Away,60.0,11-14-23,10,False,0,0
9203,Rashod Bateman,Bal,WR,L 31-33,5.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,0.0,4.0,0.0,0.0,0.0,4.5,0.0,0.0,Cle,Home,61.5,11-14-23,10,False,0,0
9204,John Metchie III,Hou,WR,W 30-27,3.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,0.0,2.0,0.0,0.0,0.0,4.5,0.0,0.0,Cin,Away,61.5,11-14-23,10,False,0,1
9206,Christian Watson,GB,WR,L 19-23,10.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,7.0,0.0,0.0,0.0,4.3,0.0,0.0,Pit,Away,63.0,11-14-23,10,False,0,0
9211,Jakobi Meyers,LV,WR,W 16-12,10.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,0.0,2.0,0.0,0.0,0.0,4.1,0.0,0.0,NYJ,Home,65.5,11-14-23,10,False,0,1
9212,Trey Palmer,TB,WR,W 20-6,7.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,0.0,4.0,0.0,0.0,0.0,4.1,0.0,0.0,Ten,Home,65.5,11-14-23,10,False,0,1
9213,Tyler Scott,Chi,WR,W 16-13,1.8,0.0,0.0,0.0,1.0,16.0,0.0,1.0,15.0,0.0,1.0,0.0,0.0,0.0,4.1,0.0,0.0,Car,Home,65.5,11-14-23,10,False,0,1
9214,Chris Moore,Ten,WR,L 6-20,4.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,0.0,4.0,0.0,0.0,0.0,4.1,0.0,0.0,TB,Away,65.5,11-14-23,10,False,0,0
9215,Calvin Ridley,Jax,WR,L 3-34,13.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,SF,Home,68.0,11-14-23,10,False,0,0
9217,Marquise Brown,Ari,WR,W 25-23,13.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,0.0,4.0,0.0,0.0,0.0,3.8,0.0,0.0,Atl,Home,69.5,11-14-23,10,False,0,1
9218,Jameson Williams,Det,WR,W 41-38,6.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,2.0,0.0,0.0,0.0,3.8,0.0,0.0,LAC,Away,69.5,11-14-23,10,False,0,1
9220,Tim Jones,Jax,WR,L 3-34,3.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,2.0,0.0,0.0,0.0,3.7,0.0,0.0,SF,Home,71.0,11-14-23,10,False,0,0
9222,Josh Reynolds,Det,WR,W 41-38,5.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,4.0,0.0,0.0,0.0,3.5,0.0,0.0,LAC,Away,72.0,11-14-23,10,False,0,1
9224,Darnell Mooney,Chi,WR,W 16-13,6.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,4.0,0.0,0.0,0.0,3.4,0.0,0.0,Car,Home,74.0,11-14-23,10,False,0,1
9225,Khalil Shakir,Buf,WR,L 22-24,8.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,2.0,0.0,0.0,0.0,3.4,0.0,0.0,Den,Home,74.0,11-14-23,10,False,0,0
9227,Xavier Gipson,NYJ,WR,L 12-16,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,3.0,0.0,0.0,0.0,3.4,0.0,0.0,LV,Away,74.0,11-14-23,10,False,0,0
9228,Jake Bobo,Sea,WR,W 29-26,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,2.0,0.0,0.0,0.0,3.3,0.0,0.0,Wsh,Home,76.0,11-14-23,10,False,0,1
9232,Alec Pierce,Ind,WR,W 10-6,5.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,1.0,0.0,0.0,0.0,3.1,0.0,0.0,NE,Away,77.0,11-14-23,10,False,0,1
9236,Ronnie Bell,SF,WR,W 34-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,Jax,Away,78.0,11-14-23,10,False,0,1
9238,Diontae Johnson,Pit,WR,W 23-19,13.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,4.0,0.0,0.0,0.0,2.7,0.0,0.0,GB,Home,80.0,11-14-23,10,False,0,1
9239,Allen Lazard,NYJ,WR,L 12-16,6.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,5.0,0.0,0.0,0.0,2.7,0.0,0.0,LV,Away,80.0,11-14-23,10,False,0,0
9240,Derius Davis,LAC,WR,L 38-41,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,2.0,0.0,0.0,0.0,2.7,0.0,0.0,Det,Home,80.0,11-14-23,10,False,0,0
9241,Curtis Samuel,Wsh,WR,L 26-29,11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,6.0,0.0,0.0,0.0,2.6,0.0,0.0,Sea,Away,83.0,11-14-23,10,False,0,0
9243,Wan'Dale Robinson,NYG,WR,L 17-49,7.4,0.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,3.0,0.0,0.0,0.0,2.6,0.0,0.0,Dal,Away,83.0,11-14-23,10,False,0,0
9246,Jalen Nailor,Min,WR,W 27-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,1.0,0.0,0.0,0.0,2.6,0.0,0.0,NO,Home,83.0,11-14-23,10,False,0,1
9247,Robert Woods,Hou,WR,W 30-27,10.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,3.0,0.0,0.0,0.0,2.5,0.0,0.0,Cin,Away,85.0,11-14-23,10,False,0,1
9248,Lil'Jordan Humphrey,Den,WR,W 24-22,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,1.0,0.0,0.0,0.0,2.4,0.0,0.0,Buf,Away,86.0,11-14-23,10,False,0,1
9251,Jalen Tolbert,Dal,WR,W 49-17,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,2.2,0.0,0.0,NYG,Home,87.5,11-14-23,10,False,0,1
9252,Lynn Bowden Jr.,NO,WR,L 19-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,2.2,0.0,0.0,Min,Away,87.5,11-14-23,10,False,0,0
9254,Terrace Marshall Jr.,Car,WR,L 13-16,6.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,3.0,0.0,0.0,0.0,2.1,0.0,0.0,Chi,Away,90.0,11-14-23,10,False,0,0
9255,Deven Thompkins,TB,WR,W 20-6,2.1,0.0,0.0,0.0,1.0,6.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,2.1,0.0,0.0,Ten,Home,90.0,11-14-23,10,False,0,1
9256,Kayshon Boutte,NE,WR,L 6-10,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,2.1,0.0,0.0,Ind,Home,90.0,11-14-23,10,False,0,0
9259,Calvin Austin III,Pit,WR,W 23-19,3.2,0.0,0.0,0.0,1.0,6.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.9,0.0,0.0,GB,Home,93.5,11-14-23,10,False,0,1
9260,Michael Thomas,NO,WR,L 19-27,9.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,2.0,0.0,0.0,0.0,1.9,0.0,0.0,Min,Away,93.5,11-14-23,10,False,0,0
9261,JuJu Smith-Schuster,NE,WR,L 6-10,7.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,1.9,0.0,0.0,Ind,Home,93.5,11-14-23,10,False,0,0
9262,Nick Westbrook-Ikhine,Ten,WR,L 6-20,5.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,4.0,0.0,0.0,0.0,1.9,0.0,0.0,TB,Away,93.5,11-14-23,10,False,0,0
9263,Jauan Jennings,SF,WR,W 34-3,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,2.0,0.0,0.0,0.0,1.8,0.0,0.0,Jax,Away,96.0,11-14-23,10,False,0,1
9266,Xavier Hutchinson,Hou,WR,W 30-27,2.3,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.7,0.0,0.0,Cin,Away,97.5,11-14-23,10,False,0,1
9267,Byron Pringle,Wsh,WR,L 26-29,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,1.7,0.0,0.0,Sea,Away,97.5,11-14-23,10,False,0,0
9271,Parris Campbell,NYG,WR,L 17-49,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,1.6,0.0,0.0,Dal,Away,99.5,11-14-23,10,False,0,0
9277,Malik Taylor,NYJ,WR,L 12-16,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,1.6,0.0,0.0,LV,Away,99.5,11-14-23,10,False,0,0
9278,Hunter Renfrow,LV,WR,W 16-12,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1.5,0.0,0.0,NYJ,Home,101.5,11-14-23,10,False,0,1
9282,DeAndre Carter,LV,WR,W 16-12,0.6,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,NYJ,Home,101.5,11-14-23,10,False,0,1
9284,Equanimeous St. Brown,Chi,WR,W 16-13,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.4,0.0,0.0,Car,Home,103.0,11-14-23,10,False,0,1
9293,Tre Tucker,LV,WR,W 16-12,3.1,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,NYJ,Home,104.0,11-14-23,10,False,0,1
9310,Jahan Dotson,Wsh,WR,L 26-29,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Sea,Away,123.5,11-14-23,10,False,0,0
9333,Van Jefferson,Atl,WR,L 23-25,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Ari,Away,123.5,11-14-23,10,False,0,0
9338,Jalin Hyatt,NYG,WR,L 17-49,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Dal,Away,123.5,11-14-23,10,False,0,0
9343,Allen Robinson II,Pit,WR,W 23-19,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,Home,123.5,11-14-23,10,False,0,1
9346,Isaiah Hodgins,NYG,WR,L 17-49,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Dal,Away,123.5,11-14-23,10,False,0,0
9356,Nelson Agholor,Bal,WR,L 31-33,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Cle,Home,123.5,11-14-23,10,False,0,0
9361,Deonte Harty,Buf,WR,L 22-24,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Den,Home,123.5,11-14-23,10,False,0,0
9365,Jamison Crowder,Wsh,WR,L 26-29,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Sea,Away,123.5,11-14-23,10,False,0,0
9366,Jamal Agnew,Jax,WR,L 3-34,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,Home,123.5,11-14-23,10,False,0,0
9371,Cedric Tillman,Cle,WR,W 33-31,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Bal,Away,123.5,11-14-23,10,False,0,1
9372,Ray-Ray McCloud III,SF,WR,W 34-3,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jax,Away,123.5,11-14-23,10,False,0,1
9379,Jalen Reagor,NE,WR,L 6-10,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ind,Home,123.5,11-14-23,10,False,0,0
9380,Devin Duvernay,Bal,WR,L 31-33,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cle,Home,123.5,11-14-23,10,False,0,0
9388,Andrei Iosivas,Cin,WR,L 27-30,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Hou,Home,123.5,11-14-23,10,False,0,0
9391,Trent Sherfield,Buf,WR,L 22-24,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Den,Home,123.5,11-14-23,10,False,0,0
9431,KhaDarel Hodge,Atl,WR,L 23-25,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ari,Away,123.5,11-14-23,10,False,0,0
9433,Antoine Green,Det,WR,W 41-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,Away,123.5,11-14-23,10,False,0,1
9435,Greg Dortch,Ari,WR,W 25-23,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atl,Home,123.5,11-14-23,10,False,0,1
9444,Malik Heath,GB,WR,L 19-23,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pit,Away,123.5,11-14-23,10,False,0,0
9447,Gunner Olszewski,NYG,WR,L 17-49,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dal,Away,123.5,11-14-23,10,False,0,0
9451,Miles Boykin,Pit,WR,W 23-19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,Home,123.5,11-14-23,10,False,0,1
9454,Trishton Jackson,Min,WR,W 27-19,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,Home,123.5,11-14-23,10,False,0,1
9459,Zach Pascal,Ari,WR,W 25-23,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Atl,Home,123.5,11-14-23,10,False,0,1
9462,Dareke Young,Sea,WR,W 29-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wsh,Home,123.5,11-14-23,10,False,0,1
9464,Matthew Slater,NE,WR,L 6-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ind,Home,123.5,11-14-23,10,False,0,0
9466,Trent Taylor,Chi,WR,W 16-13,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Car,Home,123.5,11-14-23,10,False,0,1
9483,Simi Fehoko,LAC,WR,L 38-41,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Det,Home,123.5,11-14-23,10,False,0,0
9485,Rakim Jarrett,TB,WR,W 20-6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ten,Home,123.5,11-14-23,10,False,0,1
9496,N'Keal Harry,Min,WR,W 27-19,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,Home,123.5,11-14-23,10,False,0,1
9511,Elijah Cooks,Jax,WR,L 3-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,Home,123.5,11-14-23,10,False,0,0
9523,Irvin Charles,NYJ,WR,L 12-16,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,Away,123.5,11-14-23,10,False,0,0
9540,Willie Snead IV,SF,WR,W 34-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jax,Away,123.5,11-14-23,10,False,0,1
9552,Juwann Winfree,Ind,WR,W 10-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,Away,123.5,11-14-23,10,False,0,1
9576,Stanley Morgan,Cin,WR,L 27-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hou,Home,123.5,11-14-23,10,False,0,0
9579,DJ Turner,LV,WR,W 16-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,Home,123.5,11-14-23,10,False,0,1
9582,Frank Darby,Atl,WR,L 23-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ari,Away,123.5,11-14-23,10,False,0,0
9593,David Sills V,Den,WR,W 24-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buf,Away,123.5,11-14-23,10,False,0,1
9599,Shedrick Jackson,Cin,WR,L 27-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hou,Home,123.5,11-14-23,10,False,0,0
